name;id;text_gen;toString;total
J'adore ma;0;1.037253;0.114886;1.1521391
J'adore ma;1;0.135093;0.046258;0.181351
J'adore ma;2;0.09101;0.045552;0.13656199
J'adore ma;3;0.079159;0.042671;0.12183
J'adore ma;4;0.078737;0.045787;0.124524
J'adore ma;5;0.079942;0.041419;0.121361
J'adore ma;6;0.077874;0.045344;0.123218
J'adore ma;7;0.085074;0.042081;0.127155
J'adore ma;8;0.080431;0.046138;0.126569
J'adore ma;9;0.076278;0.043665;0.119943
J'adore ma;10;0.086003;0.065968;0.151971
J'adore ma;11;0.082984;0.043029;0.126013
J'adore ma;12;0.071126;0.044546;0.115672
J'adore ma;13;0.067703;0.041825;0.109528005
J'adore ma;14;0.076049;0.02525;0.101299
J'adore ma;15;0.069023;0.028054;0.097077
J'adore ma;16;0.067391;0.019981;0.087372005
J'adore ma;17;0.05923;0.020732;0.079962
J'adore ma;18;0.065285;0.019896;0.085181
J'adore ma;19;0.071324;0.020758;0.092081994
J'adore ma;20;0.104418;0.021333;0.125751
J'adore ma;21;0.095404;0.044763;0.140167
J'adore ma;22;0.096718;0.021632;0.11835
J'adore ma;23;0.064557;0.026502;0.091059
J'adore ma;24;0.059661;0.019936;0.079597004
J'adore ma;25;0.05477;0.020465;0.075235
J'adore ma;26;0.075692;0.024701;0.100393
J'adore ma;27;0.059676;0.021273;0.080949
J'adore ma;28;0.058364;0.01977;0.078134
J'adore ma;29;0.064771;0.030944;0.095715
J'adore ma;30;0.098867;0.029399;0.128266
J'adore ma;31;0.083292;0.031265;0.114557
J'adore ma;32;0.094181;0.023849;0.11803
J'adore ma;33;0.100046;0.029694;0.12974
J'adore ma;34;0.094875;0.02851;0.123385
J'adore ma;35;0.091422;0.022285;0.113707
J'adore ma;36;0.063194;0.016849;0.080043
J'adore ma;37;0.070322;0.020842;0.091164
J'adore ma;38;0.109034;0.0287;0.137734
J'adore ma;39;0.122738;0.035851;0.158589
J'adore ma;40;0.127261;0.025856;0.153117
J'adore ma;41;0.08018;0.03131;0.11149
J'adore ma;42;0.084641;0.030115;0.114756
J'adore ma;43;0.081643;0.030663;0.112306
J'adore ma;44;0.092628;0.023045;0.115673006
J'adore ma;45;0.079993;0.029145;0.109138004
J'adore ma;46;0.103583;0.02467;0.128253
J'adore ma;47;0.074444;0.031024;0.105468005
J'adore ma;48;0.085897;0.028055;0.113951996
J'adore ma;49;0.079489;0.032374;0.111863
J'adore ma;50;0.096022;0.026792;0.122814
J'adore ma;51;0.108201;0.030677;0.138878
J'adore ma;52;0.084611;0.026948;0.111558996
J'adore ma;53;0.081456;0.034209;0.115665
J'adore ma;54;0.083179;0.02801;0.11118899
J'adore ma;55;0.077167;0.029984;0.107150994
J'adore ma;56;0.085298;0.026098;0.111396
J'adore ma;57;0.077819;0.03042;0.108238995
J'adore ma;58;0.085607;0.024884;0.110491
J'adore ma;59;0.078893;0.031272;0.110165
J'adore ma;60;0.10657;0.024719;0.131289
J'adore ma;61;0.106262;0.030878;0.13714
J'adore ma;62;0.086666;0.024202;0.11086801
J'adore ma;63;0.085337;0.035088;0.120425
J'adore ma;64;0.084998;0.025872;0.110869996
J'adore ma;65;0.083486;0.038615;0.122100994
J'adore ma;66;0.09113;0.025501;0.116631
J'adore ma;67;0.077643;0.030143;0.107786
J'adore ma;68;0.091968;0.024242;0.11621
J'adore ma;69;0.087049;0.030907;0.117956
J'adore ma;70;0.116155;0.038343;0.154498
J'adore ma;71;0.088114;0.03073;0.118844
J'adore ma;72;0.08945;0.027499;0.116949
J'adore ma;73;0.082109;0.030296;0.112404995
J'adore ma;74;0.101919;0.107921;0.20984
J'adore ma;75;0.080265;0.015542;0.095807
J'adore ma;76;0.102635;0.010839;0.113474004
J'adore ma;77;0.079867;0.015471;0.095338
J'adore ma;78;0.084044;0.010104;0.094148
J'adore ma;79;0.081002;0.015504;0.096506
J'adore ma;80;0.0992;0.010341;0.109541
J'adore ma;81;0.064324;0.009738;0.074062
J'adore ma;82;0.058388;0.006116;0.064504
J'adore ma;83;0.101136;0.016316;0.117451996
J'adore ma;84;0.071304;0.006529;0.077833004
J'adore ma;85;0.047918;0.00896;0.056878
J'adore ma;86;0.043691;0.006256;0.049947
J'adore ma;87;0.045799;0.009234;0.055033
J'adore ma;88;0.088568;0.009239;0.097807005
J'adore ma;89;0.052361;0.012483;0.064844
J'adore ma;90;0.065248;0.022288;0.087536
J'adore ma;91;0.071074;0.014433;0.085507005
J'adore ma;92;0.060635;0.015997;0.076632
J'adore ma;93;0.065807;0.01462;0.080427
J'adore ma;94;0.069889;0.011136;0.081025004
J'adore ma;95;0.045715;0.009134;0.054849
J'adore ma;96;0.041451;0.0111;0.052551
J'adore ma;97;0.044238;0.009219;0.053457
J'adore ma;98;0.040057;0.009718;0.049775
J'adore ma;99;0.051378;0.009168;0.060546
J'adore ma;100;0.042201;0.013332;0.055533
J'adore ma;101;0.044089;0.006061;0.05015
J'adore ma;102;0.040676;0.009288;0.049964003
J'adore ma;103;0.044665;0.006101;0.050766002
J'adore ma;104;0.040241;0.010336;0.050577
J'adore ma;105;0.044433;0.006103;0.050536003
J'adore ma;106;0.042672;0.009398;0.05207
J'adore ma;107;0.043638;0.006068;0.049705997
J'adore ma;108;0.101004;0.014152;0.115155995
J'adore ma;109;0.063183;0.016598;0.079781
J'adore ma;110;0.054051;0.014694;0.068745
J'adore ma;111;0.045205;0.009119;0.054324
J'adore ma;112;0.038888;0.009669;0.048557
J'adore ma;113;0.043186;0.009041;0.052227
J'adore ma;114;0.038836;0.009566;0.048401996
J'adore ma;115;0.044481;0.008767;0.053248003
J'adore ma;116;0.049966;0.009792;0.059758
J'adore ma;117;0.042198;0.009647;0.051845
J'adore ma;118;0.038476;0.009398;0.047874004
J'adore ma;119;0.041638;0.006104;0.047742
J'adore ma;120;0.038399;0.011849;0.050248
J'adore ma;121;0.042959;0.00619;0.049149
J'adore ma;122;0.038355;0.010139;0.048494
J'adore ma;123;0.045804;0.006217;0.052021
J'adore ma;124;0.038385;0.00927;0.047655
J'adore ma;125;0.042729;0.006176;0.048905
J'adore ma;126;0.039286;0.009855;0.049140997
J'adore ma;127;0.043819;0.006644;0.050463
J'adore ma;128;0.039225;0.009555;0.04878
J'adore ma;129;0.041894;0.006105;0.047999002
J'adore ma;130;0.038954;0.012428;0.051382
J'adore ma;131;0.060753;0.006424;0.067177
J'adore ma;132;0.040673;0.009276;0.049948998
J'adore ma;133;0.047351;0.006091;0.053441998
